vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
產品PM,為升電裝工業股份有限公司,2021.10.05,全職,彰化,,,,,,,有苦說不出,偶爾加班,9 hr,2,5,職場政治嚴重，需要懂...,來這裏學習職場相處之...
專案規劃職員,為升電裝工業股份有限公司,2021.09.25,全職,彰化,,,,,,,還算愉快,準時上下班,8 hr,2,4,"產品規劃
與客戶還...",對於車用產品有興趣建...
高級工程師,為升電裝工業股份有限公司,2021.09.16,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,3,15,工作環境尚可，下班時...,同事普遍好相處，公司...
管理師,為升電裝工業股份有限公司,2021.07.02,全職,彰化,,,,,,,還算愉快,偶爾加班,9 hr,1,1,依訂單進行生產計畫的...,無明確的管理辦法，導...
專案管理師,為升電裝工業股份有限公司,2021.06.11,全職,彰化,,,,,,,有苦說不出,常常加班,9 hr,2,5,公司流程混亂，朝令夕...,傳產公司。裡面思想很...
採購管理師,為升電裝工業股份有限公司,2021.02.19,全職,彰化,,,,,,,想換工作了,常常加班,9 hr,1,0,公司福利普通，該有的...,雖然是上市上櫃，但裡...
品保資深工程師,為升電裝工業股份有限公司,2021.01.28,全職,彰化,,,,,,,平常心,偶爾加班,10 hr,2,0,老董出貨優先，其他都...,外面的想進來，裡面的...
業務管理師,為升電裝工業股份有限公司,2021.01.04,全職,彰化,,,,,,,想換工作了,偶爾加班,9 hr,1,0,可能因當時在一個剛創...,中部傳統產業，薪資在...
會計,為升電裝工業股份有限公司,2020.09.23,全職,彰化,,,,,,,平常心,常常加班,8 hr,1,0,其實福利不錯，辦公室...,公司蠻新的，同事也蠻...
作業員,為升電裝工業股份有限公司,2020.08.13,全職,彰化,,,,,,,平常心,偶爾加班,8 hr,2,0,顧機台上下料檢查產品...,福利在彰化算好的，但...
工程師,為升電裝工業股份有限公司,2020.07.21,全職,彰化,,,,,,,平常心,偶爾加班,8 hr,4,0,"車用電裝品的開發,著...",可以練練功.把實力累...
機構工程師,為升電裝工業股份有限公司,2020.03.22,全職,彰化,,,,,,,有苦說不出,準時上下班,8 hr,4,0,"完成主管交待事務,業...","不好也不壞,就像前面..."
硬體研發工程師,為升電裝工業股份有限公司,2020.01.15,全職,彰化,,,,,,,有苦說不出,常常加班,9 hr,13,0,無完善的升遷制度，同...,錄取的新人薪資均高於...
管理師,為升電裝工業股份有限公司,2019.07.13,全職,彰化,,,,,,,有苦說不出,準時上下班,8 hr,1,0,每年有紅利獎金......,不要去行政部門/研發...
品保,為升電裝工業股份有限公司,2018.09.03,全職,彰化,,,,,,,還算愉快,很少加班,-,2,0,,
會計,為升電裝工業股份有限公司,2018.05.28,全職,臺中,,,,,,,有苦說不出,偶爾加班,-,5,0,,
Sales,為升電裝工業股份有限公司,2018.05.04,全職,彰化,,,,,,,還算愉快,偶爾加班,-,2,0,,
業務助理,為升電裝工業股份有限公司,2018.03.31,全職,彰化,,,,,,,非常開心,準時上下班,-,1,0,,
管理部,為升電裝工業股份有限公司,2018.03.26,全職,彰化,,,,,,,想換工作了,偶爾加班,-,1,0,,
機械工程師,為升電裝工業股份有限公司,2017.11.14,全職,彰化,,,,,,,還算愉快,偶爾加班,-,1,0,,
資深工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.05.18,全職,臺中,106-107k,1470-1480k,200k,,,,還算愉快,準時上下班,8 hr,1,5,"EUV layer owner ,從scanner 到 track 都要看 系統建置 OVL CD , lot 有shift team 處理 但要定義好spec 有機會出國 要看公司安排",工作生活算是平衡 會需要晚上跟美國開會 需要接受彈性的工作時間 能接受再來 Dram會隨景氣變化 有時候不能報加班
製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.05.17,全職,臺中,60-61k,840-850k,120k,6000,,,還算愉快,常常加班,10 hr,1,1,主要負責製程維護運作，異常排除，製作報告，輪班監控該單位的製程機台運作，偶爾需要做實驗和整合單位合作。工作操度就看單位了，有些部門常態性加班，因為issue比較多，大部分單位都需要開會報告。簡單說，單位主管的好壞滿重要的，進去前可以先打聽一下單位的風氣。,新人第一份工作可以來試個水溫，內部流動率滿高的，如果適合這個產業，長久待也行，也滿適合跳槽的。新人的薪水就滿固定的，網路上都有公定價，如果個性外向抗壓力強的話，這個產業滿適合的。有些部門要oncall輪值，這個面試的時候可以多問清楚。
良率提升工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.05.08,全職,臺中,60-61k,940-950k,120k,,100k,,平常心,準時上下班,8 hr,3,3,工作內容主要是每天看wafer map，分析yield變化，找root cause，HL PE，並且與跨部門合作來完成yield的提升，比較沒有產線壓力，但有新產品時還是會很累。且產線都很煩，會一直推卸責任。,美光加薪就真的比較呵呵，但工作上真的感覺得出有外商的感覺，以YE來說，還是可以享受到WFH的福利，建議公司給多少薪水就做多少事
製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.05.02,全職,臺中,85-86k,1360-1370k,170k,,170k,,有苦說不出,常常加班,9 hr,5,5,"封裝廠新產品工程師, 需常加班, 提升產品良率.
一月加班上限46hr , 線上貨出問題常會需要被call ,
需連絡線上PE,處理線上hot lot issue ,
廠內制度還算完整 ,但相關規格的制定還可以更加清楚,
因為成員來自各家不同封測廠和晶圓廠, 產品規格的制定仍有改善空間","底薪在中部算不錯,獎金的部分比較少,1年只會額外有一次分紅和年終2個月,新人多半負責產線事務,資深工程師負責對應上級主管,與產出報告.
新進員工可以練功, 趁機加強實力和英語的部分 ."
暑期實習生,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.04.28,實習,臺中,44-45k,520-530k,,,,,還算愉快,準時上下班,8 hr,1,1,"工作輕鬆大部分都沒有壓力，完成主管交代的任務，不過主管也沒有什麼時間帶，大部分時間自己摸索，每週與主管開會一次，報告進度，進公司需要貼鏡頭、不能帶自己的電腦，實習結束時有一個實習報告，但也沒什麼壓力，可以輕鬆完成，夏天每天去辦公室吹冷氣，是一個很涼薪水又不錯的實習。

面試也十分簡單，部門主管簡單問一些問題便錄取。
住宿若戶籍地址距離公司40公里以上，可以住宿。",面試可以先準備中英文面試，推薦給願意到桃園或台中實習的同學，雖然公司偏僻但薪水不錯又輕鬆。
廠務工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.04.27,全職,桃園,65-66k,920-930k,130k,10k,0,,平常心,偶爾加班,9 hr,1,4,"廠內營建相關的業務，廠內設備維護保養、擴建專案改善工程，與廠商協調以及現場監工，並與上層主管報告內容。
基本上就是和所有科技業廠務做的內容相關，主要是都是在林口場，近期比較多都是著重在擴建案的部分。",最近公司虧錢，福利說減就減完全不留情面，外商說砍人就砍人，2023第一季砍了15%的人力，到外商公司上班真的需要做好準備，本來的餐費也縮減了很多，另外就是福利台中與林口廠不同
職員,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.04.21,派遣,新北,40-41k,680-690k,200k,,,,平常心,常常加班,15 hr,1,3,"管理產線，一堆外籍移工不聽話
不過幹部之間溝通算順暢，至少我團隊沒有爛人，所以相處還算愉快

產線嘛，輪班和加班肯定會碰到
好處就是工作穩定，待遇還行
公司福利好，很好存錢","抱著輪班星人的準備，畢業可以存不少
其他建議就是健康要顧好不然錢沒地方花，如果沒往上升的機會就趕快跑吧，除非你想一輩子輪班"
廠務工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.04.20,實習,臺中,44-45k,520-530k,,,,,還算愉快,很少加班,8 hr,1,1,"2022年7月在美光MTB，也就是後段廠廠務水課實習，實習生都會有自己的project要做，其他時間則自己找工程師四處學習，看看現場營運系統如何、issue or alarm發生時的處置，目標還是以維持系統正常運作為主。早上固定開晨會檢討前一日系統狀況，有異常都要註記並排入當日工項，並和當日工項一同處理。

工作環境在辦公室的話很正常，但現場處理系統就會比較多粉塵噪音，阿這都是工作的一環。福利的話隨美光自己內部政策而定，當時實習生比照正式員工，皆有餐補，蠻省錢的，加上住宿也不用錢，真的蠻值得去看看的。",想實習的話我是很推薦美光的，實習生過得好不好完全依你的mentor跟project而定，我裡面認識的朋友有過的很高壓的(產線)，我這邊的話算是適中。
設備工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.04.16,全職,桃園,60-61k,840-850k,120k,,,,有苦說不出,偶爾加班,10 hr,3,3,"資深設備大部分都是常日班
工作內容:每天寫報告,比誰寫的厲害,上面的各種KPI,做假的也要生出來,指派不少沒意義的動作給值班做,就為了能下台
資歷輕的都大部分都是輪班
工作內容:每天一成不變的保養修機,被常日班學長當擋箭牌,做得好是應該,多做或是怎麼沒提早發現就是不應該, 很多CASE都是事後論,要想辦法通靈","常常舉辦有的沒的活動,只有常日班的享受的到,值班人員修機都來不及了,還要看部門參與率,坐辦公室的完全不知道值班人員的忙
公司賺錢分紅照標準給,甚至少給,沒賺錢直接砍光光"
助理工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.03.16,全職,臺中,54-55k,820-830k,170k,6000,,,平常心,很少加班,12 hr,5,7,"這薪水是後段助工，平日的保修改之外
偶爾修機要出報告，在裡面做人比做事重要
公司整體福利在台中算不錯 23年宣布不調薪也不發IPP(獎金）","有能力的話請去前段
後段MTB就是俗稱的山口后里廠
如果能很適應台廠文化的就當我沒說了"
軟體工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.03.14,全職,桃園,68-69k,1120-1130k,136k,,150k,24k,還算愉快,常常加班,10 hr,2,8,"1. 採取scrum方式開發，但除了小組共同完成的工作外，還有針對個人的項目要完成
2. 有些主管扭曲了敏捷的概念，工作亂分配，有些非自己處理的項目也會被問，問了不知道會被責怪
3. 即使花了一堆時間處理很多不同種類的事情，但最後也不會被認可，只有主管在乎的事情被處理你才會被認可，值得警惕的是那些不被在乎的事情如果最後你沒做好，一樣會受到負評 ^^","缺點
不建議想練技術的來這邊，技術練不到，花很多時間在非技術相關上，一堆規則要走，但又被限制東限制西。

雖然部門分得很細，有SRE、Devops、QA部門，但通通都要developer指引方向、設計如何測試、如何release system的work flow。

優點
上班不看打卡、每周兩天WFH、資遣費很高"
SQA,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.03.13,全職,臺中,62-63k,880-890k,135k,,,,平常心,很少加班,8 hr,1,3,"要想test plan, 剛開始進去會有training, 所以還蠻多時間可以學習，福利和薪資就是固定的，薪資分成三種等級：純血學碩/混血學碩/一般這樣。

軟體相關的幾乎不用加班，所以還算是蠻可以養老的地方，只是地點比較無聊。",如果很愛寫程式的，在這裡寫測試會覺得沒有什麼成就感，還是建議往開發走，但如果對於程式的熱愛還好，想求一份穩定，可以選擇做QA。
製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.03.05,全職,臺中,63-64k,960-970k,50k,10k,3000,150k,還算愉快,很少加班,9 hr,1,1,工作環境與氛圍其實都不錯，主動且有禮貌的詢問，學長姐都很願意教。工作內容不外乎線上issue解決、找出root cause做改善等等，餐費雖然砍半了，但也比沒有好，只能先將就一下，加班的部分目前沒辦法報加班費，所以公司鼓勵盡量準時走。,新人如果能去前段，千萬不要去後段，那邊的政治很亂，基本上注重關係背景遠大於實質能力，沒做什麼事也會有人罩你，相反則無。性別雖因應公司政策，也是女性優先。
Data Scientist,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.26,全職,桃園,82-83k,1350-1360k,164k,,205k,,平常心,偶爾加班,9 hr,3,3,"資料科學部門在美光是一個很大的部門, 團隊成員來自世界各地, 幾乎一起合作的成員都不會講中文, 所以必須有流暢的英語能力, 建議先確定自己能夠適應不同國家的人的英語口音再應徵. 工作內容以開發機器學習及深度學習演算法為主. 但是資料科學在美光算是紮根不深, 所以上面的老闆(包括基層帶人主管)基本上並不懂AI領域. 但是老闆彈性給得很足, 有任何想做的方向都可以討論","美光不是軟體公司, 是硬體公司, 而且美其名是一間外商, 本質上就是瑞晶留下來的老人在管事, 基本上就是一間台商. 想進外商的各位要好好考慮. 新人拿來練練手沒有問題, 有資歷的人就自己考慮吧"
助理工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.19,全職,臺中,48-49k,780-790k,84k,,120k,,還算愉快,準時上下班,10 hr,3,12,"每日工作10小時負責機台PM與簡易維修
環境優越待遇良好餐廳伙食選擇多~上班無須打卡
競爭壓力大~每年有淘汰制度
新廠設施優良",與同事相處比工作能力重要~上班較其他公司自由度高~但壓力大~出事需向上級回報~寫工作日誌+報告
製程,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.19,全職,臺中,62-63k,930-940k,187k,,,,平常心,常常加班,9 hr,2,2,工作性質是維護產線，較難有成就感，工作步調快，需跟設備、製造部門打好關係會比較好做事，常常需應付HL心會有點累，進行專案的流程冗長繁雜，除了要填表格送單申請，沒填過沒人教真的不知道怎麼做，花很多時間在這種瑣事上，專案的進行也要找製程整合的人來評估（有時候會遇到人很難找或不同人標準不ㄧ的狀況）,顧的機台好不好很吃運氣，撈data做報告的速度要練，剛開始會有mentor制度還不錯，此外要找到調適壓力的管道很重要
製程工程師,台灣美光_台灣美光晶圓科技股份有限公司／台灣美光記憶體股份有限公司／美商美光亞太科技股份有限公司台灣分公司,2023.02.13,全職,臺中,65-66k,1210-1220k,130k,6000,300k,,平常心,很少加班,9 hr,4,4,工作內容大致上是提升產品良率，異常處理，維持產線正常運作，SPEC編寫，SPC 監控。異常發生時要負責分析和撰寫報告，專案管理，需要降低生產成本，提高生產速度。,臨機應變能力要好，老闆要報告會要很急，平常大部分時間都在開會，要自己找時間進產線學習，不會有人逼你和監控你，必須自己安排好時間
